31715.6802639999987 15 -1
31728.6062740000016 10 -1
31740.7030249999989 10 -1
31751.5288079999991 10 -1
31762.338885000001 10 -1
31774.3468639999992 10 -1
31786.3746720000017 10 -1
31798.4580410000017 10 -1
31811.5059790000014 10 -1
31822.4368250000007 0 1
31823.6310520000006 2 1
31835.0650849999984 10 -1
31836.1808170000004 11 -1
31845.8761679999989 10 -1
31848.8035259999997 0 1
31863.942278999999 2 1
31875.2164389999998 10 -1
31883.2405330000001 0 1
31884.2268880000011 2 1
31895.1178089999994 10 -1
31905.9434260000016 10 -1
31916.7384480000001 10 -1
31927.5431869999993 10 -1
31937.2571419999986 0 1
31938.3944589999992 2 1
31938.5204980000017 3 -1
31949.4395049999985 10 -1
31955.6792849999983 0 1
31956.146976 2 1
31967.1915789999985 10 -1
31970.6635180000012 0 0
31974.3209749999987 0 1
31984.1701759999996 10 -1
31986.4372739999999 0 0
31987.4478789999994 2 0
31998.1486120000009 10 -1
32003.6129839999994 0 0
32004.2193799999986 2 0
32004.2625950000001 3 -1
32004.3073650000006 3 -1
32011.2914320000018 5 0
32018.0412079999987 12 0
32018.2497750000002 12 0
32018.5989459999983 12 0
32018.9313399999992 12 0
32019.2376010000007 12 0
32019.6422740000016 12 0
32019.9327069999999 12 0
32020.1393400000015 12 0
32020.5252629999995 12 0
32020.8471790000003 12 0
32021.0966479999988 12 0
32021.3231850000011 12 0
32021.6535140000015 12 0
32021.8002879999985 12 0
32022.0225759999994 12 0
32022.3311890000004 12 0
32022.5154169999987 12 0
32022.7827089999992 12 0
32022.9694380000001 12 0
32023.2169119999999 12 0
32023.4234219999998 12 0
32023.6099749999994 12 0
32023.898455999999 12 0
32024.1669250000014 12 0
32024.4153530000003 12 0
32024.5809939999999 12 0
32024.827781 12 0
32025.1189139999988 12 0
32025.3753529999994 12 0
32025.7575419999994 12 0
32026.0082040000016 12 0
32026.3028679999989 12 0
32026.7725400000018 12 0
32027.0976799999989 12 0
32027.3661040000006 12 0
32027.6616900000008 12 0
32027.9889949999997 12 0
32028.3171309999998 12 0
32028.6642409999986 12 0
32029.0289740000007 12 0
32029.386602999999 12 0
32029.7159429999992 12 0
32030.1290719999997 12 0
32030.4395059999988 12 0
32030.886301999999 12 0
32031.261563 12 0
32031.6086429999996 12 0
32032.0521780000017 12 0
32032.3257830000002 12 0
32032.631182000001 12 0
32033.0073789999988 12 0
32033.3167050000011 12 0
32033.5652010000013 12 0
32033.9458449999984 12 0
32034.2898490000007 12 0
32034.6768080000002 12 0
32034.9966209999984 12 0
32035.2251709999982 12 0
32035.4737200000018 12 0
32035.8018479999992 12 0
32036.0279379999993 12 0
32036.1479379999982 12 0
32036.3186999999998 12 0
32036.5861799999984 12 0
32036.8328540000002 12 0
32037.0590760000014 12 0
32037.2844760000007 12 0
32037.6147219999984 12 0
32037.8296870000013 12 0
32038.0950379999995 12 0
32038.3360749999993 12 0
32038.5998309999995 12 0
32038.8293269999995 12 0
32039.1004380000013 12 0
32039.4118310000013 12 0
32039.6465580000004 12 0
32040.1436880000001 12 0
32040.3516149999996 12 0
32040.4689499999986 12 0
32040.5752030000003 12 0
32040.6463689999982 12 0
32040.7689480000008 12 0
32041.1170060000004 12 0
32041.3948530000016 12 0
32041.6980530000001 12 0
32041.9822190000014 12 0
32042.2390640000012 12 0
32042.4355729999988 12 0
32042.7393300000003 12 0
32042.9825669999991 12 0
32043.1723759999986 12 0
32043.3820970000015 12 0
32043.7475620000005 12 0
32043.9423109999989 12 0
32044.2560640000011 12 0
32044.537518000001 12 0
32044.9852680000004 12 0
32045.3617760000016 12 0
32045.6270909999985 12 0
32046.0349989999995 12 0
32050.9623500000016 7 0
32057.141470999999 9 0
32061.4218209999999 0 0
32062.5344110000005 0 1
32063.5324460000011 2 1
32074.9849949999989 10 -1
32085.7984340000003 10 -1
32096.6164140000001 10 -1
32107.4398790000014 10 -1
32118.2500709999986 10 -1
32129.0469249999987 10 -1
32141.047383000001 10 -1
32151.848414 10 -1
32162.6663939999999 10 -1
32171.462273000001 11 0
32173.4760170000009 10 -1
32185.5591029999996 10 -1
32197.5341120000012 10 -1
32208.3442939999986 10 -1
32220.4187520000014 10 -1
32232.419625999999 10 -1
32243.2277470000008 10 -1
32255.2937339999989 10 -1
32267.3655770000005 10 -1
32278.165484000001 10 -1
32284.1006970000017 0 0
32294.5633820000003 10 -1
32305.3643489999995 10 -1
32316.1874669999997 10 -1
32327.0153299999984 10 -1
32337.8161550000004 10 -1
32349.8606199999995 10 -1
32354.7201370000002 0 0
32355.6869479999987 0 1
32356.733193 2 1
32369.1024419999994 10 -1
32379.9084120000007 10 -1
32391.9908389999982 10 -1
32400.6152739999998 0 0
32410.6410969999997 10 -1
32422.6266729999988 10 -1
32434.6431359999988 10 -1
32446.6396309999982 10 -1
32457.462657 10 -1
32468.2778130000006 10 -1
32479.0885329999983 10 -1
32491.2228790000008 10 -1
32502.0465809999987 10 -1
32512.8554079999994 10 -1
32523.6704099999988 10 -1
32538.7465559999982 10 -1
32542.7225330000001 0 0
32552.6306010000008 10 -1
32563.4368060000015 10 -1
32575.4545480000015 10 -1
