$GPGGA,141226.000,5305.9674,N,00851.2369,E,0,00,99.9,-365.5,M,45.6,M,,0000*44
$GPGGA,141227.000,5305.9674,N,00851.2369,E,0,00,99.9,-365.5,M,45.6,M,,0000*45
$GPGGA,141228.000,5305.9674,N,00851.2369,E,0,00,99.9,-365.5,M,45.6,M,,0000*4A
$GPGGA,141229.000,5305.9674,N,00851.2369,E,0,00,99.9,-365.5,M,45.6,M,,0000*4B
$GPGGA,141230.000,5305.9674,N,00851.2369,E,0,00,99.9,-365.5,M,45.6,M,,0000*43
$GPGGA,141231.000,5305.9674,N,00851.2369,E,0,00,99.9,-365.5,M,45.6,M,,0000*42
$GPGGA,141232.000,5305.9674,N,00851.2369,E,0,00,99.9,-365.5,M,45.6,M,,0000*41
$GPGGA,141233.000,5305.9674,N,00851.2369,E,0,00,99.9,-365.5,M,45.6,M,,0000*40
$GPGGA,141234.000,5305.9674,N,00851.2369,E,0,00,99.9,-365.5,M,45.6,M,,0000*47
$GPGGA,141235.000,5305.9674,N,00851.2369,E,0,00,99.9,-365.5,M,45.6,M,,0000*46
$GPGGA,141236.000,5305.9674,N,00851.2369,E,0,00,99.9,-365.5,M,45.6,M,,0000*45
$GPGGA,141237.000,5305.9674,N,00851.2369,E,0,00,99.9,-365.5,M,45.6,M,,0000*44
